event,t_schedule_s,t_actual_s,jitter_ms,pulse_width_us
78,33.77961797926665,33.779584662876026,-0.03331639062615445,482
79,33.78949011400522,33.79080445294812,1.3143389429034291,440
80,33.99631907657453,33.99534664130188,-0.9724352726497856,157
81,34.05049127714042,34.04837589613359,-2.115381006823767,790
82,34.95481346654535,34.95452838768104,-0.2850788643155932,309
83,35.44545566284757,35.44558683483257,0.13117198499631588,997
84,36.8689824838152,36.86680561610977,-2.176867705426404,202
85,37.484680374732235,37.482470111506096,-2.2102632261379256,833
86,37.844344396980304,37.842249631551454,-2.094765428852853,990
87,38.507466876085566,38.509098518507315,1.6316424217498873,822
88,38.89962464480966,38.91239346860839,12.768823798732312,777
89,39.76342268502119,39.76596964565587,2.546960634680247,939
90,39.85680370036088,39.864977453702714,8.173753341837827,277
91,40.281283392543486,40.279895989373344,-1.3874031701414888,260
92,40.63015793601367,40.62760350435584,-2.5544316578306145,246
93,40.840172761026196,40.84384605551302,3.673294486825216,734
94,41.221876940383765,41.2209084856752,-0.9684547085613991,724
95,41.38424135410432,41.38416625904032,-0.07509506399908551,542
96,41.52594260359679,41.52499073819858,-0.951865398206315,795
97,41.76296939524091,41.76330436786377,0.33497262286153595,980
98,41.82483187146901,41.83273463377421,7.902762305198857,523
99,43.542892924263676,43.54165217462565,-1.2407496380223844,883
100,44.24078524469951,44.2389610215161,-1.824223183414164,927
101,44.990617112671465,44.98588680896577,-4.73030370569525,425
102,45.187571129338984,45.188080061463346,0.5089321243594892,461
103,45.39929346337486,45.40076949035349,1.4760269786305775,130
104,45.689796131205455,45.69173608425962,1.9399530541622032,617
105,46.461597064465586,46.46471518770451,3.1181232389249782,395
106,46.67861215911043,46.68051162927064,1.8994701602123554,109
107,47.61876536906007,47.618620852014104,-0.1445170459687842,594
108,47.723700291395474,47.7247862387285,1.0859473330231637,563
109,47.926066108998654,47.92500385499115,-1.0622540075053497,889
110,48.00622482193721,48.00781013809762,1.5853161604099335,267
111,48.24380473021289,48.24323012633642,-0.5746038764651258,770
112,48.46297422939439,48.45832410178458,-4.650127609815431,165
113,48.61308011647357,48.61301701990797,-0.06309656559604553,721
114,48.96254570994719,48.962668128349954,0.1224184027612839,394
115,49.77967920158696,49.777329000545734,-2.350201041222289,774
116,50.19483429120351,50.195782635087305,0.9483438837883948,617
117,50.28991091275859,50.292284899124404,2.3739863658103646,360
118,50.48590160263893,50.48358940228977,-2.3122003491613996,854
119,50.827191649826815,50.828703569845814,1.5119200189951172,785
120,51.244634630309314,51.246369399909234,1.7347695999188917,366
121,52.18050715059853,52.17860638148557,-1.9007691129550595,911
122,52.313553850074285,52.312667662721516,-0.8861873527727842,540
123,52.66077279508197,52.6585863946317,-2.1864004502714027,698
124,52.83438802686769,52.833230596694165,-1.1574301735286947,685
125,53.07605160090037,53.07595159057872,-0.10001032165079214,111
126,53.55947518608774,53.56180762310701,2.3324370192729154,60
127,53.66667793981601,53.66540010629431,-1.2778335217016896,536
128,53.819376780635295,53.81626743472016,-3.1093459151316014,587
129,53.95715387662074,53.95086496957236,-6.288907048381635,553
130,54.28806987369603,54.28673096188219,-1.338911813838857,623
131,54.68339563636786,54.680768733971334,-2.626902396526395,743
132,54.748406576085024,54.74877772984689,0.3711537618680592,165
133,55.78659623276135,55.78705505043093,0.4588176695796293,915
134,56.20857620754505,56.205402319952995,-3.173887592055594,473
135,56.25365429196762,56.25437886650161,0.7245745339874786,761
136,56.841047714580306,56.840624534304794,-0.4231802755125406,469
137,56.85229013902702,56.851783759984066,-0.5063790429537635,686
138,56.983123048965396,56.9820818822602,-1.0411667051926112,759
139,57.099583698583174,57.101504514598716,1.9208160155381255,191
140,57.20226591933117,57.20345506891041,1.1891495792392237,349
141,57.54096622218639,57.54134065378824,0.3744316018464151,846
142,57.654951012149304,57.6572528636204,2.3018514710929003,395
143,58.099370747749674,58.09944020307096,0.06945532128962607,252
144,58.98064710700599,58.980924475464995,0.2773684590014298,107
145,59.03782092362171,59.03889153005026,1.0706064285508907,184
146,59.34739435794067,59.34685354064886,-0.5408172918150154,284
147,59.37011498661591,59.367710959575355,-2.40402704055181,142
148,59.57905831059189,59.5825831947567,3.5248841648101585,672
149,60.58479948783029,60.58668552023762,1.886032407334499,685
150,60.77303194104414,60.77043305078186,-2.5988902622753884,349
151,63.608374156373785,63.60640773527178,-1.966421102002144,766
152,64.27195993971982,64.26982864399541,-2.1312957244086825,614
153,65.26652349588744,65.26347617029106,-3.0473255963810737,932
154,65.36710482921276,65.3678289837638,0.7241545510381011,393
155,65.77569629051695,65.77870055694018,3.0042664232349696,882
156,66.06840885766954,66.06918313234009,0.7742746705481902,610
157,66.21945347046625,66.22257181814628,3.1183476800298546,939
158,66.43689677505246,66.43606021391571,-0.8365611367458058,669
159,66.70355784488333,66.7040837447554,0.5258998720582356,998
160,66.9183894387713,66.91653622117798,-1.8532175933287596,435
161,67.06747923087488,67.06752220723479,0.04297635991082564,449
162,68.07241013963451,68.07455830077122,2.148161136703531,892
163,68.10283706796271,68.10426414618983,1.427078227124871,177
164,68.62709558884525,68.62913625517024,2.040666324985326,55
165,68.6551058575885,68.6542904187653,-0.8154388231950086,817
166,68.76700863044204,68.76883392388392,1.8252934418879208,173
167,68.84640906505541,68.84930948411724,2.900419061824087,434
168,69.02080827011824,69.02193539134501,1.1271212267677924,577
169,69.60785099790479,69.60507079256972,-2.780205335075023,960
170,70.1879065708744,70.18847123259434,0.5646617199348992,200
171,70.93320831552047,70.93369686301448,0.4885474940022785,215
172,71.8335807988504,71.83223665068799,-1.3441481624185543,333
173,72.17312945995069,72.17106787840639,-2.0615815442900645,176
174,72.74618031527336,72.744555616038,-1.6246992353617764,277
175,73.06121099960173,73.0635087980014,2.297798399663774,75
176,73.25407306917128,73.25433907007132,0.26600090004193494,823
177,73.64504900804155,73.64839083424692,3.341826205374549,723
178,73.77491517921871,73.77132121673046,-3.593962488250174,293
179,74.7636279256761,74.76447290626442,0.8449805883077376,665
180,75.0090337341855,75.01223406296802,3.200328782532276,483
181,75.16462731089895,75.16829009003787,3.662779138920768,441
182,76.26911499642821,76.26803674604506,-1.0782503831590804,874
183,76.6954955670236,76.69867824510587,3.1826780822692444,185
184,76.92351558638975,76.92570348164483,2.18789525507567,500
185,78.15243066419106,78.15479534776928,2.3646835782275963,332
186,78.41190344187909,78.41233163025346,0.42818837437290597,886
187,78.85153965021456,78.85355998029348,2.020330078922658,133
188,79.85979731560039,79.87162759583316,11.830280232773275,633
189,80.12260742172556,80.1214026340105,-1.2047877150672464,603
190,80.61829028056529,80.6228863412155,4.596060650211565,816
191,81.01534308603206,81.01762718466615,2.2840986340925435,607
192,81.20092709506602,81.20306029620112,2.1332011350936897,420
193,81.23807452731522,81.23957956834543,1.505041030212782,396
194,81.26776820436271,81.2669796876299,-0.7885167328110068,572
195,81.288853153796,81.28806134056678,-0.7918132292090142,572
196,81.66913683997822,81.66600994550954,-3.126894468677815,67
197,82.50204501147296,82.50531232692107,3.2673154481148288,664
198,82.76478823892982,82.76464227738097,-0.1459615488532389,695
199,83.14417401261949,83.15588670195275,11.712689333258249,541
200,83.74091355737443,83.74024422130334,-0.6693360710903403,70
201,84.12894248160222,84.12426761448232,-4.674867119900781,740
202,84.34903955160569,84.35065651982588,1.6169682201875646,760
203,84.47347589815212,84.47594270771866,2.4668095665384624,163
204,84.90562196623291,84.91937779770159,13.755831468675149,994
205,85.86055001113223,85.8603623686528,-0.18764247943009701,395
206,86.27283260664301,86.27191564157417,-0.9169650688402186,960
207,86.73052958400264,86.73087231407041,0.3427300677710977,877
208,86.89823217978514,86.89618842182396,-2.043757961178656,648
209,87.07754496709352,87.07582902450736,-1.7159425861525175,813
210,87.54980167077392,87.5510603408086,1.2586700346816424,796
211,87.57597750246705,87.57554028359738,-0.4372188696745069,343
212,87.65571089355323,87.65468242777786,-1.0284657753776307,270
213,88.01820755091283,88.0290152292052,10.807678292372186,395
214,88.0930570342199,88.09238691505978,-0.6701191601163338,489
215,88.5282584290113,88.5331004429264,4.842013915100277,201
216,88.82112537802232,88.82056379413575,-0.5615838865675002,753
217,88.83681032481465,88.83993667107153,3.1263462568724973,117
218,89.3816656128591,89.38308807747266,1.4224646135657193,174
219,90.16249902816683,90.16446651610673,1.9674879398939573,367
220,90.91429284618461,90.91502823374651,0.7353875618961667,325
221,91.21467971977007,91.21440472307309,-0.27499669698848495,889
222,91.25812514349956,91.25814650429503,0.021360795477735835,214
223,91.6185003674998,91.61731049759243,-1.189869907377753,284
224,92.15381005263829,92.15457065792772,0.7606052894306985,295
225,93.30393842568022,93.30589666389659,1.9582382163796024,438
226,93.49080723679536,93.48594974285919,-4.857493936174661,156
227,94.63770505534325,94.63518331956965,-2.5217357735927375,409
228,94.9998191501323,94.99743365695701,-2.385493175288106,245
229,95.40918451776031,95.41049148550177,1.3069677414521066,273
230,95.75762542657493,95.75887671113884,1.2512845639092294,640
231,96.47094807003195,96.4701225845962,-0.8254854357616409,214
232,96.52040983153219,96.52342007754234,3.0102460101491237,960
233,96.9385648917888,96.93780386523945,-0.7610265493563965,159
234,97.45324206303043,97.45432052937413,1.078466343701169,569
235,97.53557008829966,97.53716254261883,1.5924543191698035,504
236,97.61717873473089,97.62685068201273,9.671947281840334,929
237,98.3419267655825,98.34400311381259,2.0763482300848333,133
238,98.35567231903985,98.3549267362276,-0.7455828122549567,397
239,98.69934296945341,98.69929740434401,-0.04556510940800014,487
240,98.72783860468357,98.73805231057186,10.213705888286235,726
241,99.29402781406579,99.29553141632884,1.5036022630537722,218
242,99.62494907438996,99.63781509240022,12.866018010258905,373
243,99.64127680636706,99.6397492740116,-1.5275323554530773,357
244,100.01364762390234,100.01087630357864,-2.7713203236991455,536
245,100.57941919119162,100.58073697510915,1.3177839175244868,299
246,101.24880568463675,101.24460139952268,-4.204285114072674,191
247,101.70514723828322,101.70523817286919,0.09093458596934077,76
248,102.17150529886497,102.1726541603438,1.1488614788305616,779
249,102.93630803054047,102.93278987462496,-3.518155915514997,886
250,104.37478844404221,104.37309781182778,-1.6906322144328274,299
251,104.67086882489735,104.67024275274434,-0.6260721530080998,822
252,105.99536876334827,105.9951253931826,-0.2433701656558347,497
253,106.17053587583645,106.1705204824924,-0.015393344045126768,397
254,106.99421027974296,106.99500156736735,0.7912876243892133,975
255,107.48378939164493,107.48516664518239,1.3772535374504227,633
256,109.14878537418258,109.14561519341153,-3.1701807710565753,496
257,109.82850654973528,109.83099519036787,2.488640632598297,749
258,110.08341417950271,110.0828333108953,-0.5808686074173184,915
259,111.37693882961601,111.37609726042938,-0.8415691866273891,746
260,111.52405629722492,111.52627352777337,2.2172305484538937,853
261,111.57055787201534,111.56947538853161,-1.0824834837288781,964
262,111.79268454669024,111.7909257606863,-1.7587860039396535,527
263,112.24620893548034,112.2424281517643,-3.7807837160387865,607
264,112.95036999484662,112.95288537571908,2.515380872450899,177
265,113.26917157256875,113.27559900583056,6.427433261809993,154
266,115.25377390026442,115.25113766176992,-2.6362384945037385,226
267,115.28586371464932,115.2816046436367,-4.259071012633037,605
268,115.29232775881586,115.29152681862091,-0.8009401949498188,451
269,115.76103777538168,115.75729910912384,-3.738666257838831,931
270,115.86931071215474,115.8716561685886,2.3454564338631125,465
271,116.67997112693367,116.68859384824896,8.622721315290748,838
272,116.91070498041756,116.908368685099,-2.336295318551359,780
273,116.9905424415313,116.99129562013528,0.7531786039672005,923
274,117.49259703159953,117.49044142032412,-2.155611275419257,758
275,117.54197952709222,117.54172676370854,-0.25276338368712975,709
276,118.66975182703248,118.67157135820712,1.8195311746363994,126
277,118.88251967333905,118.8809110281488,-1.6086451902469334,341
278,118.89417787113231,118.89343517114965,-0.742699982664426,399
279,119.08681127951334,119.08532981688559,-1.4814626277582645,454
280,119.16197022721553,119.16134533075878,-0.624896456749406,87
281,119.33617860392533,119.3422950921458,6.116488220466409,129
282,120.13193911421946,120.13767508168984,5.735967470365678,266
283,120.19395436278253,120.19578083369353,1.8264709110024417,823
284,122.7789373889131,122.77905425551242,0.11686659931663115,959
285,124.37303991067807,124.37164708931188,-1.3928213661976525,954
286,126.08171274769903,126.08374751919224,2.0347714932189116,304
287,126.5951711335418,126.59767289663519,2.501763093386468,495
288,127.28508151397914,127.28328338754743,-1.7981264317043093,153
289,128.3343809361019,128.33420603736946,-0.17489873243135612,348
290,129.8103913525693,129.80917268604577,-1.2186665235287855,701
291,130.0709769284553,130.07188081775777,0.9038893024523266,562
292,130.11356313206895,130.1139226528757,0.35952080673618125,141
293,130.23438983460994,130.2343565111904,-0.03332341953053491,147
294,130.92357164885175,130.93443533237138,10.863683519644653,920
295,131.1802058693176,131.18123025916134,1.024389843735709,264
296,131.25574181098654,131.2587175152304,2.9757042438660437,645
297,131.62672537358515,131.6250038381386,-1.7215354465410446,667
298,132.1550856228079,132.15495803718937,-0.12758561852264297,707
299,132.34626370346732,132.3511636402901,4.899936822798469,569
300,133.1376450508181,133.13637426779496,-1.2707830231233728,575
301,133.48857460485564,133.4910415274854,2.4669226297646705,312
302,133.54407386121952,133.54212046228133,-1.953398938189011,393
303,133.7220538991951,133.72351150287366,1.4576036785672604,935
304,133.8501799382062,133.84983669149955,-0.34324670665559404,78
305,134.9691972453641,134.97002184403883,0.8245986747478481,189
306,135.05709972487114,135.05652149742525,-0.5782274458839568,322
307,135.5495625235445,135.55216129178618,2.598768241687041,708
308,136.22913370357193,136.2290634006202,-0.07030295172842829,106
309,136.78291890941298,136.78258918299957,-0.3297264134244826,477
310,138.0040283887073,138.00498673263664,0.9583439293473274,783
311,138.0447941428754,138.0433815760995,-1.412566775897179,176
312,139.0258223185478,139.021148015867,-4.67430268080518,459
313,139.23797474973162,139.2349749465687,-2.9998031629121225,501
314,139.89052134430898,139.88908917171992,-1.4321725890713586,691
315,140.9417769268411,140.94521979551038,3.4428686692842114,269
316,141.19642528021603,141.20099053364208,4.565253426040926,844
317,141.23425872410704,141.23157320392502,-2.6855201820073056,882
318,141.3366534230121,141.3369836576207,0.33023460858282055,331
319,142.34517703546632,142.34382169953506,-1.3553359312759639,614
320,145.44821563496765,145.44872677556594,0.5111405982787263,881
321,145.44924507570283,145.44668235230498,-2.562723397852277,495
322,146.14667414205576,146.14739955694085,0.7254148851067106,168
323,148.83690856828503,148.8353161904468,-1.5923778382261817,586
324,149.1137631997006,149.11138435049835,-2.378849202255876,551
325,149.54286911454096,149.54156041574632,-1.3086987946577582,933
326,149.61314036475022,149.60911279730811,-4.027567442107639,789
327,149.85565713259902,149.85701212318588,1.3549905868608398,171
328,151.07247297446503,151.0707621730811,-1.7108013839113012,753
329,151.38595028320353,151.3889480329558,2.9977497522638363,762
330,151.659365703664,151.66104709344114,1.6813897771284723,678
331,152.8755394871142,152.87801920259503,2.4797154808211643,611
332,154.32309794905066,154.3222958461808,-0.8021028698683793,587
333,156.00586833546865,156.00853975050708,2.671415038432263,513
334,156.35525176861935,156.35791340093206,2.6616323127151547,259
335,157.0599272002538,157.05915588744466,-0.7713128091406884,800
336,158.609697334552,158.6098541160767,0.1567815246714833,276
337,158.82335127150083,158.82629131394037,2.940042439536172,619
338,158.90282139588916,158.90317331433442,0.35191844527255517,58
339,158.99346818130695,158.9920680547047,-1.4001266022588035,393
340,159.1327060651926,159.1349152764245,2.209211231887469,476
341,159.72646043372464,159.728925668776,2.465235051346296,631
342,160.24600593316046,160.2442412457199,-1.76468744055198,302
343,160.27872776800893,160.2796484686722,0.9207006632636585,631
344,160.5819233129491,160.5819999554602,0.07664251108235476,279
345,160.6839307765692,160.68623823534142,2.307458772204723,752
346,161.35955063061655,161.3580930612795,-1.457569337041292,657
347,164.07865708699725,164.08135130831192,2.6942213146583103,820
348,164.34941271204278,164.3513166355186,1.9039234758346482,199
349,164.3696312206314,164.36891058284868,-0.7206377827041843,515
350,164.55461819005677,164.5535469508318,-1.0712392249825058,274
351,165.30257210844343,165.30023832252743,-2.3337859159849845,892
352,165.70379317936613,165.7066922677218,2.899088355673653,759
353,166.15459495797987,166.1526789119755,-1.9160460043712,874
354,167.1430498877834,167.14269914871872,-0.3507390646954853,427
355,167.452079546236,167.45595391358881,3.8743673528110265,104
356,167.68858126474197,167.69023297457062,1.6517098286556766,780
357,167.7804073112315,167.78107594817308,0.6686369415895316,731
358,167.8704784366539,167.8710344796241,0.556042970163572,221
359,168.2104670572875,168.21010525973008,-0.3617975574278952,231
360,168.38954181269332,168.38679795633004,-2.743856363287558,413
361,168.4703987236054,168.47160636760032,1.2076439949291018,791
362,169.28525870784893,169.2830192876358,-2.2394202131341507,641
363,170.1514071019476,170.15577694944602,4.369847498413074,490
364,170.87544094152366,170.87221074344382,-3.2301980798612226,603
365,171.0222314179389,171.02169441016204,-0.5370077768715383,312
366,171.3385090213132,171.33861898719982,0.10996588661094928,331
367,171.5722758561474,171.57110048699218,-1.175369155225741,987
368,171.81903169826708,171.8191458566143,0.11415834722081301,993
369,171.94085769605934,171.94230221872033,1.4445226609935542,972
370,172.08385296137882,172.08684313170806,2.9901703292512978,420
371,173.36477508028398,173.3651366871455,0.36160686153462085,978
372,173.37828655325325,173.37833662963203,0.0500763787811059,657
373,174.16598704861443,174.16679252217563,0.805473561190245,174
374,174.47765220134758,174.47782064346652,0.16844211894402658,208
375,175.65479578963618,175.65336209778803,-1.4336918481594143,428
376,175.93906255362575,175.93914406033957,0.0815067138125011,214
377,176.16427395262804,176.16685763101083,2.583678382805289,367
378,177.39985599232836,177.4001422128454,0.2862205170465527,63
379,177.51306958466387,177.5131464545313,0.07686986742806151,230
380,177.52809218053724,177.53789619644581,9.804015908573314,275
381,177.83888308474386,177.84011686740408,1.2337826602181177,287
382,178.082882003529,178.08379459712344,0.9125935944595258,239
383,179.75741870054395,179.75840146207304,0.982761529100438,675
384,180.19878731730554,180.19820074344867,-0.58657385687544,806
385,180.28249230311354,180.27782460621304,-4.667696900495995,651
386,180.42767711088698,180.4264819783343,-1.1951325526717504,218
387,180.60041401502292,180.60039258909362,-0.021425929317875524,779
388,181.82432020051613,181.82253279576696,-1.7874047491695093,402
389,181.89036409928386,181.89178627214068,1.4221728568085077,474
390,182.19877369765234,182.1970148572231,-1.7588404292319468,930
391,182.35621626997272,182.3517999514797,-4.416318493023044,344
392,182.45537173941025,182.4570807670604,1.7090276501462351,414
393,183.1482133113698,183.14778475862238,-0.42855274741908167,482
394,184.283846436369,184.28389867869183,0.05224232282106722,200
395,184.36187936838687,184.35833690948584,-3.542458901016799,557
396,184.4126506062694,184.41196391519588,-0.686691073512269,894
397,184.96547924295422,184.96521854553103,-0.2606974231830323,524
398,185.0130226007155,185.0131979086455,0.17530793003273262,204
399,185.66318639072523,185.66503728577064,1.8508950454130872,119
400,187.0292035624536,187.02795108078377,-1.2524816698498467,947
